int_ftse,int_dax,int_nikkei,int_spx
-33.0,-119.0,-139.0,-13.0
9.0,44.0,-20.0,18.0
41.0,0.0,-27.0,0.0
-26.0,23.0,0.0,-1.0
-3.0,38.0,83.0,5.0
-58.0,-49.0,58.0,-13.0
-6.0,5.0,-2.0,-4.0
-61.0,-136.0,81.0,-13.0
-42.0,-25.0,-132.0,0.0
-42.0,-23.0,150.0,-14.0
-59.0,-67.0,-97.0,-9.0
-55.0,8.0,179.0,9.0
-19.0,-94.0,-59.0,-26.0
-123.0,-74.0,-122.0,-14.0
9.0,28.0,-84.0,11.0
-6.0,35.0,-194.0,6.0
95.0,-13.0,-15.0,-20.0
-11.0,54.0,23.0,11.0
122.0,4.0,161.0,5.0
-99.0,-119.0,-16.0,-12.0
88.0,93.0,65.0,-5.0
-81.0,-76.0,-65.0,-5.0
2.0,-80.0,-36.0,-9.0
-20.0,17.0,36.0,6.0
90.0,41.0,0.0,-6.0
-53.0,-56.0,180.0,-11.0
-6.0,-16.0,-65.0,-1.0
1.0,119.0,102.0,17.0
81.0,34.0,70.0,0.0
37.0,32.0,-79.0,17.0
-71.0,-116.0,-14.0,-6.0
29.0,-33.0,-28.0,-8.0
40.0,57.0,-137.0,11.0
-26.0,-77.0,51.0,-16.0
-80.0,-86.0,-204.0,6.0
-28.0,-35.0,-4.0,-11.0
-24.0,63.0,3.0,10.0
86.0,34.0,4.0,4.0
29.0,2.0,127.0,-7.0
-59.0,-48.0,-10.0,-13.0
-62.0,-3.0,-8.0,8.0
-8.0,-61.0,-103.0,-7.0
-64.0,-6.0,-225.0,6.0
-55.0,-102.0,-102.0,-21.0
16.0,-24.0,-180.0,-7.0
-165.0,-103.0,81.0,4.0
199.0,152.0,-75.0,27.0
115.0,49.0,134.0,2.0
121.0,84.0,-131.0,29.0
25.0,97.0,83.0,4.0
18.0,31.0,97.0,8.0
0.0,-11.0,144.0,1.0
96.0,111.0,0.0,20.0
-118.0,-167.0,240.0,-31.0
18.0,88.0,-197.0,10.0
32.0,-57.0,113.0,-5.0
-64.0,5.0,17.0,-1.0
-21.0,-64.0,-88.0,-5.0
-95.0,-97.0,-308.0,-15.0
71.0,27.0,14.0,10.0
69.0,139.0,83.0,22.0
18.0,-20.0,-52.0,-4.0
43.0,85.0,57.0,2.0
121.0,154.0,175.0,1.0
-67.0,-41.0,-118.0,-1.0
-7.0,-33.0,-74.0,-13.0
-58.0,-37.0,-77.0,6.0
5.0,36.0,-164.0,-3.0
41.0,43.0,-64.0,17.0
67.0,58.0,86.0,5.0
-62.0,-10.0,41.0,-11.0
35.0,75.0,-58.0,14.0
0.0,0.0,53.0,0.0
0.0,0.0,95.0,-1.0
28.0,61.0,-179.0,19.0
49.0,14.0,3.0,8.0
-67.0,-83.0,61.0,-8.0
-29.0,-53.0,-155.0,-13.0
70.0,115.0,-92.0,16.0
-13.0,-45.0,0.0,3.0
-2.0,34.0,224.0,-1.0
-45.0,0.0,32.0,0.0
72.0,44.0,44.0,14.0
0.0,27.0,0.0,-4.0
54.0,53.0,176.0,8.0
-14.0,-61.0,26.0,-5.0
-64.0,-119.0,-78.0,-9.0
41.0,70.0,121.0,13.0
18.0,-19.0,69.0,12.0
12.0,-28.0,-31.0,-3.0
-24.0,17.0,54.0,-3.0
36.0,63.0,-121.0,7.0
38.0,0.0,-6.0,-2.0
-108.0,-139.0,-78.0,-24.0
30.0,-12.0,20.0,-1.0
-35.0,-11.0,-41.0,4.0
54.0,38.0,33.0,8.0
-11.0,-43.0,133.0,2.0
0.0,6.0,43.0,0.0
13.0,45.0,-107.0,18.0
79.0,46.0,114.0,2.0
12.0,-13.0,141.0,-4.0
-35.0,76.0,49.0,14.0
81.0,82.0,123.0,3.0
-14.0,-38.0,17.0,5.0
11.0,54.0,-7.0,15.0
-22.0,-41.0,100.0,4.0
46.0,88.0,128.0,-3.0
-21.0,-33.0,37.0,-12.0
-16.0,46.0,-33.0,9.0
37.0,38.0,101.0,13.0
11.0,41.0,28.0,1.0
-27.0,-51.0,62.0,-10.0
18.0,96.0,-141.0,22.0
38.0,22.0,194.0,1.0
17.0,18.0,59.0,-1.0
-76.0,-57.0,18.0,-16.0
29.0,-9.0,10.0,1.0
-73.0,-52.0,17.0,-14.0
-27.0,31.0,-218.0,2.0
7.0,-19.0,13.0,-8.0
-26.0,43.0,-9.0,10.0
26.0,-17.0,181.0,-9.0
-36.0,-4.0,-21.0,-2.0
-68.0,-74.0,195.0,8.0
43.0,95.0,314.0,11.0
18.0,0.0,32.0,-8.0
-3.0,-2.0,-77.0,0.0
53.0,93.0,248.0,19.0
-1.0,12.0,103.0,3.0
-19.0,-22.0,92.0,-5.0
-26.0,-53.0,-35.0,-14.0
30.0,57.0,-320.0,10.0
69.0,70.0,120.0,5.0
-25.0,-12.0,-4.0,-3.0
-25.0,3.0,-16.0,-6.0
-21.0,-57.0,-237.0,-13.0
17.0,36.0,29.0,12.0
-29.0,-79.0,0.0,-15.0
35.0,31.0,-42.0,10.0
7.0,-14.0,130.0,0.0
63.0,70.0,56.0,-7.0
-18.0,-18.0,-23.0,17.0
17.0,61.0,191.0,-2.0
-11.0,11.0,-5.0,-7.0
4.0,1.0,-202.0,-2.0
16.0,58.0,-69.0,3.0
-59.0,-49.0,48.0,-10.0
2.0,-33.0,-159.0,2.0
21.0,33.0,-70.0,-17.0
-51.0,-63.0,-59.0,2.0
25.0,-44.0,-58.0,7.0
52.0,1.0,62.0,3.0
29.0,7.0,160.0,3.0
9.0,42.0,77.0,10.0
-5.0,17.0,188.0,-6.0
57.0,54.0,161.0,6.0
10.0,-9.0,-50.0,0.0
25.0,64.0,169.0,9.0
-22.0,-3.0,142.0,3.0
-33.0,-3.0,118.0,-2.0
6.0,64.0,70.0,3.0
2.0,-16.0,-81.0,-10.0
0.0,-49.0,-5.0,0.0
-48.0,-45.0,56.0,3.0
29.0,28.0,-24.0,0.0
-9.0,9.0,-83.0,6.0
-36.0,-8.0,118.0,6.0
43.0,87.0,327.0,0.0
0.0,-4.0,20.0,13.0
58.0,80.0,25.0,5.0
-14.0,21.0,-69.0,1.0
9.0,-61.0,4.0,-6.0
35.0,34.0,33.0,10.0
-29.0,-47.0,239.0,-8.0
-11.0,-58.0,-66.0,-13.0
-10.0,30.0,-310.0,6.0
-5.0,-58.0,166.0,2.0
23.0,8.0,0.0,-4.0
38.0,48.0,175.0,15.0
-6.0,-3.0,103.0,-4.0
22.0,51.0,43.0,14.0
-57.0,-34.0,-95.0,-3.0
-29.0,-122.0,-463.0,-14.0
-7.0,-45.0,0.0,7.0
15.0,-104.0,27.0,-20.0
-34.0,19.0,-192.0,-6.0
-45.0,-2.0,8.0,-7.0
-15.0,-1.0,-89.0,10.0
-51.0,-67.0,-10.0,-11.0
78.0,73.0,142.0,23.0
40.0,-53.0,232.0,2.0
65.0,143.0,116.0,9.0
-4.0,-15.0,31.0,5.0
1.0,-49.0,80.0,5.0
-3.0,40.0,-278.0,-6.0
45.0,86.0,-11.0,5.0
-2.0,-10.0,255.0,0.0
51.0,67.0,0.0,7.0
-28.0,0.0,180.0,4.0
34.0,32.0,-67.0,-3.0
-29.0,7.0,126.0,4.0
4.0,-61.0,12.0,-11.0
4.0,43.0,124.0,5.0
5.0,21.0,-130.0,2.0
-67.0,-90.0,-142.0,-16.0
-45.0,7.0,-554.0,3.0
-1.0,-45.0,0.0,-5.0
12.0,65.0,119.0,3.0
21.0,69.0,107.0,15.0
-7.0,29.0,178.0,2.0
35.0,24.0,-44.0,-2.0
-13.0,16.0,-136.0,4.0
45.0,89.0,0.0,9.0
-2.0,-3.0,288.0,-6.0
-27.0,-24.0,-10.0,-2.0
21.0,16.0,-285.0,7.0
52.0,49.0,76.0,-5.0
-35.0,-36.0,-124.0,-6.0
4.0,-17.0,-297.0,-1.0
26.0,19.0,19.0,12.0
2.0,17.0,111.0,0.0
23.0,32.0,-170.0,-8.0
-58.0,-123.0,-381.0,-7.0
16.0,-8.0,111.0,-9.0
-27.0,-14.0,-283.0,8.0
-20.0,-14.0,251.0,-9.0
12.0,4.0,-13.0,2.0
63.0,95.0,0.0,17.0
6.0,-4.0,108.0,1.0
-18.0,-21.0,184.0,5.0
-9.0,32.0,19.0,0.0
-19.0,1.0,-63.0,0.0
68.0,76.0,303.0,12.0
-32.0,-12.0,7.0,-4.0
14.0,66.0,-84.0,-2.0
-14.0,-1.0,103.0,5.0
-11.0,-33.0,-56.0,-8.0
-8.0,-35.0,-328.0,8.0
20.0,40.0,79.0,-9.0
-44.0,-26.0,-214.0,-1.0
-4.0,38.0,165.0,12.0
16.0,2.0,94.0,3.0
0.0,15.0,321.0,-6.0
-15.0,-10.0,-219.0,7.0
22.0,-18.0,-179.0,1.0
43.0,23.0,12.0,13.0
15.0,28.0,180.0,-1.0
11.0,-22.0,88.0,4.0
17.0,27.0,0.0,4.0
4.0,0.0,-1.0,-2.0
0.0,0.0,-6.0,0.0
0.0,0.0,52.0,1.0
13.0,49.0,83.0,14.0
13.0,13.0,176.0,0.0
6.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0
34.0,53.0,0.0,-3.0
3.0,17.0,149.0,14.0
-8.0,0.0,-12.0,1.0
-33.0,-31.0,-56.0,3.0
22.0,41.0,80.0,5.0
-28.0,-29.0,128.0,-10.0
-17.0,-21.0,0.0,6.0
-9.0,1.0,-116.0,-6.0
21.0,59.0,14.0,9.0
-5.0,13.0,-198.0,2.0
31.0,43.0,192.0,7.0
31.0,28.0,179.0,0.0
-19.0,-33.0,67.0,-1.0
12.0,32.0,-101.0,9.0
-35.0,1.0,-2.0,-4.0
-16.0,12.0,69.0,-2.0
-15.0,-23.0,-97.0,14.0
2.0,6.0,-44.0,-11.0
21.0,16.0,-76.0,-16.0
-57.0,-55.0,-73.0,6.0
-21.0,-37.0,4.0,-3.0
-9.0,13.0,-7.0,4.0
9.0,-14.0,-135.0,1.0
8.0,-29.0,-194.0,-10.0
-14.0,-14.0,17.0,2.0
18.0,30.0,-4.0,14.0
32.0,54.0,-58.0,-3.0
-30.0,12.0,-37.0,6.0
-8.0,12.0,0.0,12.0
-19.0,-1.0,94.0,-5.0
35.0,-64.0,98.0,-7.0
-4.0,13.0,-9.0,0.0
53.0,25.0,153.0,11.0
-19.0,0.0,-25.0,-5.0
73.0,46.0,77.0,-4.0
0.0,-68.0,-33.0,-3.0
9.0,-5.0,148.0,-4.0
-28.0,-77.0,-224.0,-1.0
11.0,4.0,14.0,4.0
8.0,12.0,157.0,1.0
-23.0,11.0,226.0,0.0
45.0,36.0,230.0,11.0
3.0,46.0,90.0,-6.0
-15.0,-29.0,-10.0,2.0
34.0,62.0,50.0,3.0
-12.0,-7.0,136.0,2.0
6.0,19.0,-35.0,-9.0
-11.0,-58.0,30.0,-7.0
3.0,-43.0,-99.0,-17.0
-100.0,-140.0,-136.0,-17.0
22.0,11.0,-135.0,14.0
-55.0,-105.0,155.0,-16.0
16.0,12.0,-75.0,6.0
28.0,74.0,194.0,13.0
-59.0,-69.0,48.0,-1.0
20.0,-8.0,-66.0,-13.0
-84.0,-90.0,-100.0,-14.0
-15.0,-1.0,-37.0,-2.0
-9.0,-2.0,83.0,-2.0
64.0,85.0,166.0,18.0
-16.0,11.0,240.0,-1.0
49.0,59.0,-52.0,14.0
6.0,-7.0,-25.0,4.0
-27.0,-18.0,22.0,0.0
25.0,68.0,-32.0,6.0
55.0,83.0,132.0,9.0
15.0,41.0,143.0,9.0
-8.0,-26.0,121.0,-2.0
-4.0,-21.0,-60.0,-8.0
21.0,12.0,73.0,-1.0
0.0,0.0,-195.0,0.0
0.0,0.0,145.0,6.0
26.0,58.0,85.0,-16.0
-30.0,-59.0,-29.0,-1.0
20.0,-8.0,-298.0,0.0
32.0,29.0,24.0,6.0
9.0,-8.0,-60.0,1.0
23.0,36.0,188.0,-17.0
-30.0,-35.0,-8.0,6.0
32.0,33.0,36.0,15.0
-2.0,44.0,140.0,1.0
2.0,22.0,43.0,-5.0
4.0,9.0,-119.0,3.0
-51.0,-69.0,-40.0,-16.0
-5.0,-57.0,0.0,-9.0
-30.0,-23.0,-243.0,-6.0
0.0,22.0,0.0,10.0
58.0,-17.0,0.0,2.0
22.0,32.0,0.0,2.0
-53.0,-113.0,-190.0,-8.0
-18.0,-14.0,-133.0,-15.0
-103.0,-111.0,-554.0,-11.0
59.0,65.0,23.0,8.0
-42.0,-73.0,246.0,2.0
41.0,48.0,-328.0,-1.0
-12.0,-21.0,24.0,-1.0
-38.0,-49.0,-344.0,-11.0
11.0,35.0,206.0,7.0
57.0,83.0,256.0,-3.0
-43.0,-33.0,-105.0,1.0
3.0,-8.0,208.0,4.0
-3.0,36.0,31.0,2.0
-10.0,-39.0,-139.0,18.0
20.0,39.0,190.0,1.0
15.0,46.0,14.0,7.0
-23.0,-11.0,143.0,-1.0
0.0,19.0,-73.0,0.0
-8.0,-57.0,60.0,1.0
0.0,24.0,-54.0,3.0
13.0,29.0,-215.0,-8.0
19.0,44.0,101.0,6.0
37.0,56.0,311.0,18.0
13.0,1.0,82.0,2.0
-15.0,-21.0,-72.0,-11.0
-3.0,24.0,126.0,5.0
-3.0,-7.0,-49.0,0.0
-50.0,-66.0,-35.0,-11.0
25.0,39.0,-104.0,7.0
33.0,16.0,254.0,1.0
2.0,-18.0,-34.0,-1.0
12.0,14.0,-225.0,3.0
-3.0,-10.0,218.0,-5.0
-34.0,-61.0,-19.0,4.0
18.0,17.0,-1.0,10.0
17.0,62.0,164.0,-4.0
-9.0,6.0,36.0,-6.0
24.0,56.0,104.0,-1.0
-6.0,0.0,-24.0,3.0
-48.0,-17.0,-2.0,4.0
-40.0,-17.0,38.0,-12.0
-17.0,-37.0,-175.0,-3.0
-4.0,-3.0,-180.0,0.0
-33.0,-51.0,-66.0,-9.0
-12.0,-14.0,-91.0,2.0
23.0,4.0,-62.0,-9.0
12.0,-10.0,101.0,3.0
-34.0,-31.0,159.0,2.0
-2.0,10.0,26.0,1.0
15.0,-5.0,-252.0,-4.0
-32.0,-51.0,53.0,-5.0
-1.0,-2.0,27.0,-5.0
-18.0,-33.0,0.0,-1.0
18.0,25.0,-178.0,8.0
38.0,40.0,175.0,-15.0
-71.0,-76.0,-148.0,3.0
20.0,-4.0,-98.0,-10.0
-39.0,-45.0,-28.0,-2.0
37.0,62.0,-128.0,10.0
32.0,-7.0,173.0,1.0
62.0,82.0,-88.0,5.0
-5.0,6.0,209.0,1.0
2.0,-33.0,-103.0,5.0
14.0,15.0,-82.0,-7.0
-21.0,-54.0,-130.0,-1.0
5.0,6.0,50.0,-18.0
-76.0,-102.0,-88.0,-17.0
-23.0,-37.0,-64.0,2.0
36.0,30.0,45.0,14.0
-38.0,-42.0,96.0,-4.0
16.0,-20.0,-21.0,-12.0
-27.0,-12.0,-271.0,1.0
49.0,53.0,-70.0,15.0
8.0,6.0,38.0,2.0
-3.0,21.0,49.0,14.0
7.0,-4.0,129.0,-4.0
7.0,-10.0,-14.0,7.0
36.0,60.0,71.0,-3.0
2.0,-1.0,25.0,1.0
4.0,17.0,145.0,8.0
42.0,44.0,-1.0,1.0
37.0,19.0,80.0,2.0
0.0,-13.0,-25.0,-8.0
-31.0,-53.0,-103.0,5.0
43.0,32.0,46.0,1.0
16.0,16.0,25.0,13.0
32.0,33.0,-130.0,-5.0
13.0,21.0,222.0,0.0
2.0,2.0,54.0,8.0
-7.0,-5.0,-19.0,-5.0
-20.0,-33.0,-109.0,2.0
7.0,35.0,-87.0,5.0
13.0,67.0,170.0,2.0
-13.0,-6.0,42.0,3.0
3.0,-6.0,-137.0,-8.0
8.0,22.0,-19.0,3.0
34.0,25.0,-57.0,5.0
-11.0,-11.0,0.0,-6.0
29.0,14.0,-2.0,7.0
-16.0,-49.0,-61.0,-16.0
-24.0,-37.0,0.0,-5.0
10.0,5.0,-124.0,2.0
-37.0,-36.0,-36.0,-7.0
26.0,8.0,-44.0,7.0
21.0,38.0,-29.0,4.0
-18.0,-28.0,37.0,0.0
89.0,102.0,162.0,17.0
22.0,39.0,294.0,4.0
26.0,15.0,2.0,-1.0
-1.0,1.0,104.0,8.0
-8.0,-6.0,-31.0,-12.0
0.0,-28.0,-5.0,-8.0
-13.0,2.0,0.0,2.0
-38.0,-51.0,-148.0,-3.0
-13.0,10.0,-6.0,-8.0
-5.0,-36.0,-161.0,-10.0
-7.0,-18.0,-52.0,5.0
4.0,-7.0,-17.0,6.0
29.0,49.0,99.0,-11.0
-39.0,-52.0,-182.0,0.0
1.0,22.0,-93.0,3.0
-2.0,1.0,68.0,-11.0
-51.0,-81.0,-198.0,-1.0
19.0,8.0,13.0,17.0
47.0,67.0,19.0,14.0
12.0,30.0,162.0,2.0
-18.0,1.0,-82.0,3.0
49.0,52.0,-37.0,0.0
20.0,25.0,153.0,0.0
25.0,2.0,0.0,13.0
10.0,2.0,59.0,18.0
11.0,22.0,115.0,5.0
-23.0,5.0,-78.0,-2.0
1.0,-3.0,-19.0,0.0
17.0,24.0,30.0,-2.0
42.0,41.0,-148.0,11.0
17.0,13.0,173.0,11.0
10.0,-9.0,208.0,-1.0
-33.0,-17.0,-66.0,-8.0
25.0,66.0,-30.0,6.0
10.0,-5.0,-49.0,2.0
-45.0,-44.0,0.0,-13.0
-27.0,-11.0,-233.0,7.0
9.0,-10.0,0.0,-1.0
-23.0,12.0,23.0,5.0
34.0,35.0,28.0,0.0
-12.0,-6.0,-67.0,1.0
8.0,-8.0,144.0,-4.0
-46.0,-20.0,-78.0,-5.0
32.0,60.0,-115.0,18.0
16.0,30.0,189.0,-1.0
-4.0,-8.0,101.0,1.0
-25.0,-15.0,-93.0,-1.0
6.0,19.0,-108.0,-13.0
-25.0,-11.0,68.0,5.0
-15.0,-51.0,-165.0,7.0
6.0,24.0,-20.0,-1.0
42.0,45.0,33.0,10.0
-14.0,12.0,126.0,5.0
6.0,-18.0,41.0,2.0
7.0,20.0,-32.0,-2.0
-39.0,-51.0,154.0,-9.0
35.0,29.0,25.0,0.0
2.0,3.0,22.0,11.0
44.0,27.0,84.0,4.0
10.0,10.0,0.0,1.0
11.0,0.0,156.0,0.0
0.0,-16.0,-3.0,-6.0
0.0,26.0,62.0,9.0
21.0,-14.0,-43.0,0.0
1.0,9.0,107.0,0.0
-6.0,0.0,0.0,-2.0
0.0,35.0,0.0,-9.0
32.0,-1.0,29.0,-14.0
-40.0,-32.0,-80.0,-5.0
18.0,42.0,55.0,4.0
30.0,16.0,-59.0,-1.0
-14.0,-9.0,0.0,4.0
-22.0,-49.0,106.0,-8.0
-35.0,-50.0,-86.0,5.0
17.0,4.0,-95.0,-10.0
20.0,20.0,80.0,7.0
26.0,13.0,49.0,0.0
-23.0,5.0,-64.0,11.0
-5.0,-5.0,-18.0,-11.0
-18.0,-25.0,-121.0,-9.0
3.0,-7.0,-46.0,-8.0
9.0,-12.0,51.0,-4.0
31.0,32.0,-13.0,5.0
4.0,-19.0,100.0,6.0
6.0,2.0,-35.0,0.0
-21.0,-15.0,-21.0,-3.0
20.0,53.0,67.0,10.0
54.0,25.0,-3.0,8.0
10.0,17.0,23.0,4.0
-8.0,-15.0,-18.0,-4.0
33.0,58.0,-29.0,14.0
38.0,27.0,139.0,-2.0
16.0,5.0,-9.0,1.0
-5.0,-18.0,-17.0,-11.0
9.0,-11.0,80.0,6.0
45.0,45.0,0.0,8.0
-3.0,-1.0,79.0,1.0
17.0,16.0,14.0,4.0
-5.0,-34.0,-45.0,0.0
4.0,1.0,-19.0,-10.0
0.0,-10.0,78.0,1.0
3.0,-6.0,-9.0,0.0
-28.0,-30.0,-54.0,-17.0
-44.0,-13.0,-97.0,6.0
-16.0,-6.0,31.0,10.0
34.0,44.0,127.0,11.0
-38.0,2.0,82.0,-8.0
32.0,33.0,40.0,7.0
-8.0,10.0,33.0,0.0
22.0,-20.0,43.0,0.0
22.0,50.0,17.0,12.0
-9.0,5.0,52.0,3.0
-17.0,-32.0,-39.0,-6.0
-14.0,-21.0,80.0,-12.0
-34.0,-38.0,-102.0,2.0
20.0,23.0,59.0,-9.0
-7.0,7.0,-73.0,6.0
25.0,20.0,-29.0,-9.0
-63.0,-78.0,52.0,-9.0
-15.0,6.0,-98.0,2.0
1.0,12.0,104.0,-1.0
10.0,-31.0,0.0,-6.0
4.0,24.0,-38.0,-12.0
-27.0,-3.0,-102.0,1.0
12.0,26.0,6.0,-1.0
0.0,0.0,16.0,0.0
0.0,0.0,31.0,3.0
-4.0,8.0,-193.0,-9.0
-18.0,-4.0,-34.0,16.0
-6.0,1.0,103.0,-1.0
20.0,25.0,55.0,-8.0
-18.0,-32.0,-56.0,4.0
46.0,21.0,107.0,5.0
5.0,17.0,53.0,3.0
30.0,10.0,-17.0,7.0
6.0,11.0,64.0,-10.0
-10.0,-4.0,-129.0,0.0
-27.0,-24.0,-75.0,6.0
14.0,33.0,-33.0,-14.0
-15.0,-3.0,-74.0,-11.0
-54.0,-90.0,-193.0,-20.0
-64.0,-110.0,-432.0,3.0
28.0,2.0,127.0,7.0
-33.0,-26.0,23.0,-15.0
-3.0,15.0,-104.0,22.0
30.0,30.0,61.0,-7.0
15.0,23.0,28.0,10.0
-19.0,-13.0,-38.0,-11.0
-56.0,-44.0,-30.0,5.0
1.0,-11.0,3.0,-13.0
11.0,6.0,0.0,13.0
0.0,40.0,-6.0,6.0
60.0,21.0,0.0,-1.0
21.0,19.0,0.0,14.0
20.0,35.0,0.0,-3.0
16.0,12.0,190.0,-1.0
-8.0,-19.0,-21.0,7.0
-18.0,-41.0,-12.0,-12.0
-17.0,-7.0,-39.0,5.0
18.0,23.0,-43.0,-12.0
-7.0,8.0,-28.0,-5.0
-2.0,-13.0,-102.0,11.0
14.0,-11.0,-122.0,8.0
51.0,73.0,10.0,12.0
13.0,36.0,242.0,6.0
9.0,0.0,-40.0,-2.0
18.0,46.0,121.0,4.0
-7.0,-10.0,-25.0,1.0
-11.0,-7.0,-119.0,-4.0
23.0,47.0,13.0,7.0
-8.0,8.0,165.0,1.0
0.0,36.0,74.0,0.0
-23.0,-20.0,10.0,-7.0
48.0,67.0,53.0,11.0
-6.0,5.0,-49.0,2.0
-6.0,-22.0,20.0,-8.0
-19.0,-13.0,-30.0,1.0
45.0,69.0,-53.0,0.0
-22.0,-9.0,64.0,-3.0
6.0,5.0,-121.0,6.0
21.0,24.0,144.0,-2.0
20.0,13.0,7.0,2.0
-4.0,-8.0,24.0,3.0
-27.0,-43.0,80.0,3.0
25.0,31.0,1.0,4.0
33.0,25.0,98.0,6.0
-6.0,-18.0,-31.0,0.0
11.0,22.0,5.0,-3.0
17.0,11.0,59.0,0.0
15.0,8.0,29.0,-13.0
-36.0,-61.0,-39.0,-9.0
-35.0,-43.0,-123.0,-1.0
47.0,34.0,99.0,11.0
19.0,26.0,64.0,-2.0
4.0,3.0,7.0,-8.0
48.0,31.0,46.0,3.0
23.0,6.0,21.0,0.0
6.0,-20.0,-35.0,10.0
39.0,12.0,-13.0,-10.0
-71.0,-85.0,-13.0,3.0
74.0,67.0,-25.0,14.0
10.0,66.0,109.0,8.0
-25.0,-10.0,18.0,3.0
28.0,26.0,-33.0,1.0
14.0,20.0,105.0,3.0
-29.0,13.0,-6.0,1.0
-16.0,7.0,0.0,-6.0
-13.0,51.0,6.0,8.0
14.0,14.0,25.0,6.0
6.0,45.0,-3.0,-8.0
20.0,7.0,-91.0,6.0
29.0,6.0,67.0,-4.0
-14.0,1.0,-25.0,2.0
7.0,12.0,98.0,5.0
7.0,37.0,23.0,7.0
12.0,-6.0,41.0,-9.0
8.0,4.0,47.0,1.0
37.0,42.0,-6.0,9.0
5.0,-9.0,41.0,1.0
-17.0,-49.0,-98.0,-10.0
-1.0,-47.0,-117.0,-9.0
30.0,10.0,12.0,-3.0
19.0,72.0,122.0,8.0
14.0,81.0,198.0,-2.0
-19.0,-37.0,165.0,8.0
-13.0,-16.0,-2.0,-7.0
-1.0,-15.0,-5.0,3.0
-22.0,-39.0,59.0,-14.0
-30.0,-12.0,-42.0,1.0
-23.0,-20.0,34.0,-1.0
43.0,78.0,-16.0,0.0
6.0,12.0,161.0,2.0
-18.0,-24.0,20.0,-4.0
-25.0,-2.0,30.0,-8.0
-20.0,-59.0,-97.0,3.0
-27.0,-73.0,34.0,-7.0
0.0,29.0,-130.0,7.0
27.0,-21.0,144.0,-4.0
41.0,38.0,-40.0,12.0
32.0,13.0,93.0,1.0
-2.0,-5.0,94.0,-3.0
11.0,72.0,34.0,0.0
22.0,59.0,-35.0,15.0
6.0,20.0,8.0,3.0
-25.0,4.0,-74.0,-5.0
19.0,13.0,159.0,10.0
16.0,-16.0,204.0,-1.0
-37.0,-88.0,5.0,-9.0
9.0,10.0,-67.0,-4.0
36.0,-6.0,152.0,0.0
24.0,81.0,-28.0,10.0
22.0,-60.0,0.0,-6.0
-13.0,36.0,190.0,-10.0
-47.0,-87.0,48.0,-11.0
16.0,-26.0,-37.0,4.0
28.0,33.0,0.0,1.0
40.0,116.0,233.0,0.0
-6.0,-33.0,-82.0,0.0
47.0,83.0,125.0,1.0
-16.0,-27.0,182.0,11.0
-1.0,23.0,-43.0,1.0
24.0,38.0,-49.0,-2.0
-7.0,56.0,213.0,-12.0
-67.0,-69.0,-49.0,-18.0
-55.0,-52.0,-330.0,-5.0
-10.0,-10.0,-132.0,4.0
12.0,15.0,0.0,-8.0
6.0,10.0,329.0,-3.0
-38.0,-51.0,-93.0,-7.0
-77.0,-31.0,-14.0,-1.0
10.0,25.0,-29.0,10.0
11.0,3.0,-20.0,4.0
-23.0,-31.0,-48.0,-12.0
-96.0,-102.0,-223.0,17.0
-3.0,19.0,61.0,-18.0
-22.0,-26.0,9.0,2.0
65.0,63.0,-93.0,20.0
-25.0,-29.0,174.0,-3.0
45.0,28.0,115.0,-5.0
-45.0,-94.0,22.0,-13.0
31.0,19.0,-71.0,20.0
104.0,104.0,260.0,9.0
27.0,-7.0,261.0,-5.0
14.0,32.0,27.0,12.0
73.0,57.0,0.0,5.0
-8.0,-16.0,181.0,1.0
37.0,29.0,-14.0,2.0
0.0,-16.0,-25.0,-4.0
-21.0,3.0,36.0,2.0
-16.0,4.0,8.0,10.0
42.0,75.0,75.0,4.0
5.0,2.0,-39.0,-1.0
-31.0,18.0,-25.0,-4.0
-10.0,-29.0,79.0,2.0
31.0,18.0,241.0,11.0
38.0,24.0,212.0,6.0
-1.0,47.0,57.0,6.0
20.0,4.0,28.0,7.0
14.0,22.0,0.0,4.0
-20.0,-9.0,34.0,0.0
12.0,7.0,42.0,3.0
-46.0,-18.0,202.0,-11.0
13.0,23.0,-59.0,0.0
-67.0,-6.0,-55.0,-8.0
63.0,73.0,258.0,15.0
42.0,41.0,291.0,1.0
-18.0,-41.0,130.0,-3.0
28.0,34.0,-128.0,1.0
-10.0,-34.0,61.0,-6.0
3.0,20.0,-301.0,-2.0
-14.0,-4.0,221.0,4.0
-16.0,19.0,334.0,1.0
6.0,9.0,40.0,7.0
14.0,-24.0,-314.0,5.0
-26.0,9.0,-210.0,-2.0
36.0,58.0,-81.0,-3.0
8.0,-3.0,218.0,-8.0
8.0,6.0,250.0,0.0
40.0,41.0,316.0,3.0
9.0,1.0,-16.0,6.0
-1.0,21.0,0.0,0.0
0.0,0.0,166.0,0.0
0.0,25.0,-138.0,-12.0
27.0,3.0,225.0,2.0
16.0,11.0,150.0,-4.0
-20.0,-50.0,-233.0,-6.0
0.0,41.0,0.0,0.0
63.0,11.0,0.0,20.0
33.0,63.0,250.0,5.0
-23.0,-7.0,64.0,0.0
40.0,20.0,3.0,12.0
0.0,1.0,0.0,5.0
-43.0,-43.0,-304.0,-1.0
43.0,38.0,239.0,5.0
4.0,10.0,82.0,-8.0
-24.0,-59.0,9.0,1.0
