int_ftse,int_dax,int_nikkei,int_spx
61.0,22.0,-25.0,9.0
-10.0,-2.0,0.0,-1.0
39.0,20.0,51.0,2.0
10.0,10.0,-54.0,7.0
-13.0,-7.0,-610.0,0.0
1.0,1.0,-122.0,6.0
24.0,26.0,655.0,4.0
52.0,11.0,-104.0,-9.0
-53.0,-55.0,-220.0,-7.0
-6.0,10.0,-355.0,-5.0
25.0,36.0,462.0,0.0
-30.0,-31.0,539.0,7.0
21.0,21.0,-471.0,12.0
47.0,19.0,466.0,2.0
-18.0,27.0,-245.0,0.0
3.0,3.0,229.0,3.0
21.0,47.0,-129.0,-11.0
-16.0,10.0,-147.0,2.0
42.0,37.0,-171.0,9.0
0.0,24.0,314.0,-4.0
-3.0,6.0,0.0,4.0
0.0,20.0,228.0,13.0
23.0,45.0,279.0,9.0
14.0,-7.0,34.0,-3.0
-4.0,11.0,28.0,0.0
-5.0,-30.0,-280.0,8.0
25.0,-21.0,129.0,-4.0
-1.0,-12.0,452.0,-10.0
-20.0,6.0,-17.0,-1.0
-5.0,-23.0,-138.0,9.0
13.0,53.0,174.0,2.0
-15.0,12.0,-80.0,-7.0
10.0,27.0,31.0,-10.0
-31.0,-11.0,-464.0,-5.0
-1.0,-3.0,-128.0,5.0
50.0,87.0,135.0,-5.0
3.0,30.0,-291.0,11.0
39.0,21.0,-232.0,-3.0
21.0,23.0,157.0,6.0
17.0,7.0,-85.0,9.0
7.0,4.0,154.0,-2.0
-22.0,-48.0,-84.0,-7.0
-25.0,-15.0,-283.0,-15.0
27.0,37.0,23.0,4.0
-51.0,-67.0,130.0,2.0
-17.0,-48.0,392.0,-6.0
-24.0,16.0,48.0,-4.0
-74.0,-58.0,0.0,-3.0
-4.0,41.0,140.0,2.0
-40.0,14.0,-590.0,6.0
56.0,72.0,396.0,-1.0
31.0,65.0,33.0,1.0
11.0,-32.0,-262.0,-17.0
0.0,0.0,-21.0,0.0
0.0,0.0,-186.0,-16.0
-64.0,-126.0,-134.0,2.0
-12.0,-71.0,168.0,-9.0
-22.0,2.0,92.0,0.0
22.0,23.0,-269.0,7.0
35.0,107.0,-145.0,5.0
-2.0,-14.0,306.0,4.0
23.0,36.0,-318.0,-6.0
21.0,-12.0,-218.0,-2.0
-43.0,-33.0,361.0,-21.0
-19.0,-22.0,-154.0,6.0
35.0,72.0,241.0,11.0
8.0,-22.0,98.0,9.0
4.0,14.0,62.0,-2.0
12.0,0.0,259.0,5.0
18.0,-33.0,199.0,-6.0
18.0,20.0,-7.0,14.0
41.0,18.0,191.0,-1.0
1.0,30.0,-37.0,-2.0
-19.0,-20.0,-86.0,-6.0
20.0,-4.0,58.0,7.0
44.0,53.0,0.0,22.0
3.0,13.0,481.0,7.0
9.0,0.0,124.0,-3.0
10.0,53.0,239.0,14.0
0.0,74.0,0.0,18.0
64.0,-17.0,666.0,-3.0
18.0,-11.0,-132.0,-12.0
43.0,0.0,13.0,5.0
50.0,-4.0,-259.0,4.0
39.0,60.0,341.0,13.0
22.0,-34.0,-14.0,-4.0
-5.0,29.0,80.0,3.0
-5.0,-24.0,-153.0,5.0
12.0,5.0,268.0,-12.0
-48.0,0.0,165.0,4.0
-38.0,-53.0,-157.0,8.0
35.0,84.0,-491.0,-2.0
9.0,-25.0,36.0,-4.0
10.0,46.0,132.0,12.0
0.0,48.0,34.0,0.0
20.0,-4.0,-154.0,2.0
-4.0,-39.0,462.0,-2.0
-5.0,9.0,-39.0,-3.0
-51.0,-73.0,-244.0,4.0
-59.0,34.0,383.0,-2.0
-5.0,59.0,112.0,-1.0
0.0,-4.0,48.0,-5.0
19.0,33.0,-123.0,3.0
69.0,16.0,-3.0,15.0
41.0,-32.0,-262.0,4.0
53.0,3.0,309.0,3.0
-15.0,0.0,-243.0,4.0
33.0,66.0,275.0,14.0
26.0,15.0,-36.0,10.0
-38.0,-2.0,153.0,0.0
-63.0,-29.0,-88.0,1.0
-25.0,9.0,-96.0,-5.0
-4.0,47.0,10.0,8.0
-60.0,11.0,-122.0,1.0
-18.0,-40.0,51.0,-20.0
21.0,13.0,-95.0,18.0
44.0,58.0,338.0,-8.0
17.0,1.0,-55.0,-5.0
-17.0,-11.0,-101.0,4.0
-36.0,-43.0,81.0,-2.0
124.0,68.0,-429.0,6.0
23.0,33.0,21.0,13.0
80.0,72.0,-75.0,12.0
-19.0,7.0,-153.0,0.0
-2.0,57.0,-263.0,-4.0
-52.0,27.0,148.0,6.0
4.0,-4.0,-156.0,-11.0
5.0,-26.0,57.0,6.0
32.0,74.0,121.0,3.0
58.0,68.0,353.0,2.0
42.0,-3.0,-159.0,7.0
65.0,84.0,289.0,11.0
-15.0,-20.0,161.0,-5.0
-72.0,-72.0,-270.0,-16.0
-72.0,8.0,0.0,-3.0
41.0,158.0,-92.0,21.0
28.0,87.0,-27.0,3.0
-12.0,-64.0,156.0,4.0
-11.0,48.0,103.0,-2.0
11.0,32.0,186.0,-2.0
14.0,-23.0,-173.0,6.0
51.0,81.0,-190.0,10.0
-20.0,-53.0,119.0,2.0
-8.0,-69.0,-527.0,-7.0
-4.0,-34.0,-136.0,3.0
65.0,23.0,-154.0,2.0
66.0,39.0,188.0,8.0
60.0,64.0,-227.0,-9.0
-55.0,-86.0,129.0,-18.0
0.0,-9.0,-780.0,4.0
44.0,44.0,275.0,-11.0
-72.0,-140.0,-91.0,-4.0
-12.0,-42.0,214.0,2.0
-126.0,-118.0,104.0,-24.0
-30.0,3.0,-285.0,12.0
79.0,110.0,-80.0,14.0
44.0,61.0,291.0,13.0
20.0,-47.0,-95.0,-14.0
-77.0,-114.0,-507.0,-2.0
0.0,-14.0,6.0,-3.0
-15.0,-83.0,158.0,-7.0
20.0,-1.0,-373.0,0.0
-61.0,-95.0,10.0,-10.0
-28.0,22.0,-222.0,-4.0
53.0,82.0,-255.0,0.0
82.0,126.0,258.0,28.0
24.0,-65.0,503.0,0.0
15.0,31.0,-120.0,3.0
3.0,-20.0,35.0,-1.0
-9.0,58.0,-17.0,2.0
-35.0,-27.0,62.0,2.0
-45.0,-76.0,9.0,-14.0
-51.0,-138.0,-422.0,-7.0
-6.0,-94.0,-317.0,11.0
54.0,73.0,0.0,-4.0
74.0,126.0,9.0,26.0
37.0,-25.0,-291.0,-2.0
33.0,34.0,247.0,4.0
-23.0,-21.0,128.0,3.0
52.0,113.0,143.0,5.0
-48.0,-5.0,0.0,-4.0
50.0,59.0,219.0,-7.0
-12.0,-46.0,-79.0,-7.0
161.0,31.0,-347.0,8.0
-6.0,-19.0,-7.0,8.0
24.0,38.0,-100.0,-6.0
73.0,108.0,-45.0,8.0
-21.0,4.0,-387.0,5.0
34.0,0.0,192.0,5.0
-30.0,60.0,177.0,7.0
5.0,-15.0,-313.0,11.0
-43.0,-44.0,108.0,-10.0
-45.0,-88.0,-243.0,-3.0
10.0,-15.0,0.0,-4.0
73.0,61.0,-172.0,2.0
-2.0,-10.0,102.0,2.0
-35.0,-47.0,25.0,-5.0
24.0,-19.0,376.0,-10.0
-16.0,-100.0,-229.0,-11.0
-60.0,20.0,-184.0,11.0
14.0,103.0,-84.0,17.0
-77.0,-48.0,477.0,-4.0
-157.0,-148.0,-536.0,-18.0
-21.0,5.0,212.0,-9.0
-130.0,-110.0,-325.0,-65.0
-85.0,-226.0,-726.0,45.0
116.0,161.0,545.0,-2.0
-70.0,-58.0,-493.0,-16.0
41.0,5.0,94.0,11.0
64.0,94.0,0.0,24.0
-9.0,-63.0,42.0,2.0
11.0,57.0,-52.0,2.0
-45.0,-28.0,85.0,-4.0
-99.0,-98.0,-697.0,-11.0
42.0,13.0,-139.0,-6.0
-13.0,6.0,170.0,2.0
-73.0,-37.0,-433.0,-18.0
-9.0,4.0,-7.0,11.0
30.0,-25.0,-345.0,12.0
126.0,140.0,1201.0,18.0
-22.0,28.0,443.0,-8.0
-15.0,32.0,-884.0,6.0
78.0,55.0,466.0,14.0
77.0,10.0,413.0,5.0
-87.0,-109.0,0.0,-17.0
-35.0,18.0,-854.0,4.0
28.0,76.0,178.0,1.0
-2.0,35.0,558.0,0.0
-58.0,11.0,33.0,4.0
90.0,153.0,371.0,19.0
56.0,-29.0,-97.0,-3.0
-7.0,-22.0,-325.0,5.0
112.0,85.0,-279.0,-3.0
60.0,32.0,118.0,10.0
45.0,17.0,-293.0,-1.0
-10.0,-21.0,555.0,-7.0
-47.0,-71.0,-208.0,-6.0
-95.0,-100.0,-428.0,-15.0
10.0,45.0,-146.0,-1.0
76.0,-32.0,5.0,10.0
82.0,121.0,76.0,5.0
-13.0,4.0,556.0,-3.0
-22.0,8.0,-380.0,-10.0
-148.0,-107.0,-847.0,-9.0
-2.0,70.0,-515.0,7.0
31.0,7.0,0.0,-14.0
-36.0,0.0,125.0,-7.0
0.0,0.0,376.0,0.0
0.0,0.0,-498.0,4.0
99.0,134.0,-27.0,17.0
20.0,-42.0,483.0,17.0
3.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
58.0,140.0,0.0,5.0
69.0,52.0,-302.0,2.0
2.0,-56.0,-60.0,-11.0
-40.0,-21.0,132.0,-2.0
13.0,-46.0,-9.0,-8.0
-99.0,-56.0,-24.0,-29.0
-70.0,-103.0,-331.0,12.0
15.0,16.0,91.0,13.0
23.0,-5.0,366.0,5.0
59.0,-5.0,0.0,-7.0
98.0,76.0,925.0,11.0
10.0,74.0,216.0,0.0
5.0,20.0,104.0,17.0
-6.0,-60.0,318.0,-8.0
-19.0,-12.0,-279.0,-7.0
-72.0,-16.0,384.0,-6.0
56.0,44.0,284.0,-1.0
89.0,50.0,-92.0,13.0
46.0,69.0,-8.0,8.0
50.0,59.0,41.0,8.0
36.0,-2.0,-386.0,-5.0
141.0,87.0,148.0,21.0
13.0,0.0,246.0,5.0
-17.0,-20.0,-140.0,0.0
11.0,-15.0,121.0,-3.0
23.0,42.0,37.0,9.0
-29.0,-17.0,165.0,-2.0
13.0,39.0,0.0,9.0
-6.0,-6.0,0.0,1.0
-55.0,-43.0,-31.0,4.0
30.0,13.0,-383.0,-4.0
37.0,13.0,-16.0,0.0
90.0,92.0,15.0,2.0
14.0,-16.0,-177.0,10.0
-5.0,-30.0,3.0,-4.0
33.0,2.0,140.0,6.0
-49.0,27.0,-147.0,4.0
-51.0,-6.0,-411.0,-8.0
94.0,100.0,162.0,12.0
19.0,-9.0,141.0,6.0
3.0,-2.0,330.0,1.0
53.0,88.0,433.0,-2.0
-13.0,-22.0,-96.0,5.0
-74.0,-69.0,-73.0,-5.0
-38.0,-14.0,-247.0,-12.0
87.0,86.0,283.0,20.0
36.0,66.0,-159.0,-3.0
10.0,24.0,10.0,12.0
1.0,10.0,-226.0,4.0
-35.0,-24.0,-181.0,1.0
-12.0,34.0,485.0,-1.0
3.0,33.0,-199.0,11.0
49.0,40.0,136.0,1.0
69.0,-37.0,-378.0,5.0
94.0,41.0,60.0,4.0
-41.0,96.0,151.0,10.0
-9.0,-31.0,38.0,-4.0
36.0,50.0,-262.0,10.0
-16.0,50.0,52.0,-4.0
-62.0,-85.0,322.0,-1.0
34.0,37.0,-241.0,-5.0
-28.0,3.0,-476.0,-2.0
21.0,28.0,264.0,8.0
85.0,38.0,-286.0,7.0
35.0,44.0,-539.0,12.0
12.0,75.0,-185.0,2.0
41.0,91.0,188.0,-1.0
-11.0,-36.0,273.0,-12.0
-39.0,-42.0,398.0,-8.0
50.0,45.0,160.0,9.0
0.0,0.0,-55.0,0.0
0.0,0.0,-164.0,-1.0
-1.0,55.0,-40.0,6.0
-30.0,-8.0,22.0,4.0
-72.0,-67.0,-416.0,-11.0
-80.0,34.0,-180.0,14.0
32.0,81.0,-6.0,1.0
1.0,-34.0,128.0,3.0
-24.0,-61.0,-64.0,4.0
-33.0,-50.0,0.0,-11.0
-35.0,-118.0,250.0,-12.0
-141.0,-142.0,-362.0,-21.0
84.0,108.0,-254.0,-1.0
27.0,-27.0,0.0,9.0
95.0,158.0,246.0,17.0
82.0,0.0,-40.0,10.0
0.0,96.0,0.0,1.0
-24.0,-111.0,0.0,-7.0
6.0,38.0,-358.0,-11.0
-54.0,-100.0,-100.0,-9.0
31.0,106.0,6.0,13.0
59.0,78.0,232.0,-2.0
-72.0,-41.0,-59.0,9.0
16.0,64.0,21.0,3.0
-24.0,3.0,-36.0,-1.0
-31.0,40.0,-65.0,-9.0
-91.0,-71.0,142.0,-3.0
51.0,98.0,167.0,4.0
30.0,73.0,101.0,10.0
28.0,0.0,193.0,-5.0
20.0,16.0,-44.0,-4.0
0.0,62.0,-18.0,0.0
15.0,47.0,101.0,-16.0
-100.0,-173.0,-220.0,-2.0
-8.0,41.0,132.0,5.0
8.0,49.0,-126.0,-7.0
-33.0,0.0,-349.0,0.0
5.0,27.0,0.0,3.0
56.0,57.0,26.0,-11.0
-38.0,-35.0,79.0,12.0
87.0,119.0,-103.0,19.0
90.0,63.0,-29.0,2.0
-18.0,-14.0,236.0,3.0
-32.0,26.0,-191.0,-6.0
-135.0,0.0,-325.0,-18.0
-83.0,-168.0,8.0,4.0
-54.0,-50.0,-197.0,-21.0
14.0,40.0,-105.0,10.0
103.0,121.0,-5.0,20.0
-20.0,-53.0,646.0,-1.0
-64.0,-45.0,-94.0,-6.0
-36.0,4.0,42.0,3.0
60.0,100.0,-255.0,16.0
32.0,36.0,69.0,13.0
54.0,102.0,9.0,-3.0
19.0,-16.0,78.0,4.0
7.0,63.0,155.0,5.0
-52.0,-92.0,465.0,-5.0
87.0,69.0,532.0,15.0
41.0,-5.0,109.0,-2.0
28.0,56.0,40.0,0.0
2.0,-19.0,-161.0,11.0
13.0,33.0,66.0,-3.0
6.0,43.0,114.0,12.0
-40.0,-18.0,-84.0,-8.0
-40.0,1.0,-356.0,6.0
29.0,22.0,270.0,1.0
142.0,78.0,128.0,12.0
51.0,5.0,126.0,-3.0
-35.0,2.0,117.0,9.0
58.0,54.0,-161.0,3.0
5.0,24.0,0.0,-2.0
-47.0,-2.0,-14.0,-19.0
-143.0,-103.0,-263.0,-1.0
-13.0,-38.0,-105.0,-25.0
-84.0,-3.0,173.0,1.0
-56.0,-186.0,-417.0,7.0
-1.0,13.0,170.0,-17.0
9.0,-39.0,44.0,-5.0
66.0,78.0,43.0,17.0
-73.0,-45.0,177.0,-22.0
-28.0,-87.0,-213.0,-8.0
-73.0,-56.0,-142.0,-40.0
-104.0,-104.0,-31.0,9.0
-38.0,-86.0,-116.0,8.0
86.0,70.0,-47.0,0.0
-93.0,-138.0,-203.0,-6.0
-155.0,-175.0,-220.0,-15.0
30.0,101.0,-28.0,16.0
-63.0,-31.0,4.0,-10.0
56.0,118.0,-259.0,-12.0
12.0,-41.0,-329.0,21.0
181.0,170.0,269.0,18.0
46.0,-1.0,343.0,-3.0
-27.0,-115.0,-15.0,-7.0
-190.0,-296.0,-93.0,-10.0
76.0,63.0,-310.0,7.0
101.0,154.0,84.0,4.0
-109.0,-160.0,-206.0,-8.0
-177.0,-235.0,-453.0,-42.0
-119.0,-87.0,-498.0,-15.0
0.0,-114.0,192.0,-70.0
-80.0,44.0,262.0,37.0
66.0,93.0,7.0,-4.0
-117.0,-151.0,-115.0,-8.0
49.0,67.0,-219.0,-9.0
180.0,81.0,748.0,0.0
-3.0,150.0,123.0,50.0
-33.0,-137.0,-158.0,-17.0
-175.0,-214.0,-89.0,-26.0
-18.0,10.0,-750.0,29.0
150.0,139.0,311.0,20.0
13.0,-42.0,0.0,8.0
10.0,21.0,-30.0,8.0
-159.0,-243.0,-338.0,-27.0
-77.0,-6.0,124.0,2.0
-65.0,-184.0,-386.0,3.0
113.0,110.0,192.0,6.0
111.0,173.0,0.0,37.0
-47.0,-111.0,416.0,-24.0
-106.0,-27.0,-482.0,2.0
32.0,93.0,186.0,4.0
15.0,-77.0,-88.0,1.0
-44.0,-170.0,-415.0,-32.0
-156.0,-336.0,-209.0,-31.0
-158.0,-75.0,26.0,16.0
-102.0,-49.0,-275.0,-14.0
205.0,215.0,73.0,-4.0
-25.0,-121.0,804.0,-14.0
-130.0,-203.0,-799.0,-11.0
125.0,112.0,-147.0,25.0
214.0,298.0,676.0,13.0
-47.0,-18.0,-313.0,-3.0
48.0,118.0,-172.0,11.0
18.0,20.0,-75.0,42.0
77.0,78.0,285.0,9.0
-56.0,-3.0,287.0,6.0
174.0,191.0,241.0,1.0
-45.0,-123.0,408.0,6.0
23.0,-85.0,79.0,9.0
-12.0,31.0,-151.0,-8.0
14.0,99.0,-301.0,2.0
100.0,103.0,-23.0,-7.0
-38.0,-118.0,-304.0,3.0
65.0,5.0,152.0,17.0
80.0,121.0,-104.0,13.0
87.0,72.0,388.0,13.0
-22.0,-53.0,0.0,-1.0
119.0,169.0,575.0,8.0
-143.0,-83.0,-186.0,15.0
11.0,14.0,-220.0,8.0
-57.0,-47.0,73.0,-11.0
-1.0,-81.0,-86.0,-2.0
44.0,24.0,320.0,-8.0
-28.0,-60.0,-353.0,-3.0
15.0,-2.0,193.0,8.0
47.0,142.0,160.0,10.0
-8.0,-67.0,-15.0,4.0
-28.0,-18.0,186.0,5.0
132.0,105.0,-245.0,8.0
111.0,106.0,425.0,11.0
131.0,113.0,0.0,25.0
-50.0,-70.0,385.0,-6.0
-43.0,2.0,-91.0,4.0
72.0,111.0,134.0,0.0
17.0,92.0,-138.0,6.0
-101.0,-133.0,-186.0,-29.0
-206.0,-249.0,-48.0,12.0
-30.0,-65.0,151.0,-4.0
59.0,100.0,-289.0,-21.0
15.0,-10.0,-58.0,26.0
-5.0,-81.0,84.0,11.0
39.0,-13.0,85.0,-6.0
54.0,-32.0,123.0,2.0
-9.0,-26.0,-124.0,-18.0
-119.0,-107.0,-402.0,1.0
-7.0,20.0,-294.0,-25.0
23.0,6.0,-100.0,21.0
73.0,117.0,85.0,-1.0
55.0,46.0,30.0,18.0
56.0,-66.0,68.0,9.0
135.0,160.0,-42.0,14.0
-33.0,53.0,-373.0,1.0
65.0,99.0,0.0,25.0
-41.0,0.0,-73.0,-2.0
0.0,0.0,91.0,0.0
0.0,62.0,-88.0,-1.0
74.0,16.0,137.0,16.0
-59.0,-50.0,-4.0,-10.0
0.0,0.0,0.0,-2.0
0.0,0.0,0.0,0.0
-3.0,284.0,-427.0,-1.0
79.0,-27.0,-183.0,16.0
190.0,179.0,236.0,28.0
-47.0,-97.0,68.0,-3.0
46.0,25.0,-145.0,6.0
-62.0,-104.0,-23.0,-12.0
-52.0,-70.0,-8.0,-24.0
-183.0,-214.0,43.0,-5.0
-30.0,-80.0,335.0,-22.0
121.0,71.0,0.0,31.0
182.0,103.0,67.0,0.0
-96.0,-38.0,-35.0,9.0
78.0,159.0,258.0,4.0
-83.0,-34.0,217.0,-21.0
-161.0,-155.0,-91.0,-10.0
19.0,-20.0,54.0,8.0
5.0,13.0,174.0,19.0
-9.0,37.0,68.0,-9.0
-4.0,42.0,-108.0,22.0
24.0,100.0,157.0,14.0
116.0,59.0,-34.0,-6.0
0.0,-75.0,-116.0,-12.0
-72.0,-74.0,-188.0,11.0
-1.0,-29.0,-75.0,-24.0
-84.0,36.0,-188.0,-9.0
-21.0,-45.0,94.0,4.0
-55.0,-202.0,-90.0,-27.0
-9.0,-36.0,50.0,7.0
118.0,55.0,0.0,31.0
62.0,27.0,21.0,-24.0
73.0,-8.0,81.0,0.0
85.0,7.0,178.0,11.0
-30.0,-75.0,-74.0,-17.0
-4.0,51.0,-12.0,13.0
-43.0,-48.0,-48.0,2.0
38.0,64.0,158.0,33.0
86.0,125.0,244.0,-1.0
152.0,46.0,-145.0,-18.0
-101.0,-140.0,115.0,-8.0
-31.0,-15.0,-103.0,-7.0
-115.0,-124.0,-146.0,-2.0
1.0,18.0,-300.0,-11.0
-13.0,-129.0,249.0,2.0
53.0,54.0,13.0,19.0
104.0,118.0,711.0,29.0
3.0,-49.0,-115.0,7.0
29.0,-1.0,317.0,-3.0
4.0,-60.0,384.0,7.0
94.0,0.0,22.0,11.0
-53.0,301.0,-14.0,-3.0
-76.0,12.0,291.0,13.0
-5.0,47.0,293.0,-1.0
-61.0,-28.0,196.0,-9.0
-26.0,-37.0,-551.0,19.0
49.0,83.0,661.0,-17.0
-11.0,-74.0,0.0,-2.0
-92.0,-164.0,-359.0,-35.0
-44.0,-73.0,-504.0,6.0
68.0,66.0,471.0,21.0
55.0,-72.0,30.0,-7.0
113.0,76.0,-8.0,28.0
12.0,-26.0,-149.0,-10.0
31.0,24.0,-23.0,-14.0
35.0,36.0,491.0,7.0
0.0,0.0,-37.0,0.0
0.0,0.0,44.0,28.0
85.0,121.0,145.0,-4.0
58.0,5.0,75.0,9.0
-36.0,40.0,292.0,17.0
35.0,66.0,9.0,5.0
-31.0,34.0,-348.0,10.0
72.0,58.0,208.0,-9.0
-20.0,-39.0,49.0,-21.0
-27.0,3.0,-37.0,-6.0
-46.0,-46.0,124.0,-3.0
95.0,109.0,-177.0,-30.0
-196.0,-151.0,23.0,17.0
-8.0,74.0,-202.0,30.0
102.0,51.0,170.0,22.0
14.0,-39.0,258.0,-2.0
76.0,82.0,-5.0,4.0
90.0,95.0,39.0,2.0
5.0,-12.0,-15.0,-12.0
-101.0,-29.0,0.0,-8.0
55.0,37.0,-241.0,-7.0
0.0,23.0,0.0,19.0
-19.0,-6.0,0.0,-22.0
-132.0,-82.0,0.0,15.0
5.0,-20.0,599.0,-15.0
-50.0,1.0,-354.0,13.0
-8.0,-15.0,31.0,-5.0
30.0,36.0,-234.0,15.0
-35.0,-48.0,204.0,9.0
113.0,0.0,-96.0,3.0
-156.0,-66.0,-41.0,-30.0
-135.0,-81.0,-389.0,2.0
41.0,58.0,-43.0,-6.0
60.0,53.0,-250.0,11.0
102.0,30.0,71.0,-6.0
-15.0,10.0,93.0,-8.0
-31.0,0.0,98.0,-24.0
-73.0,-88.0,-176.0,-22.0
-13.0,18.0,16.0,20.0
-37.0,-119.0,-53.0,-23.0
27.0,6.0,-205.0,20.0
0.0,-2.0,139.0,0.0
24.0,-58.0,297.0,-7.0
52.0,30.0,9.0,0.0
46.0,0.0,-190.0,5.0
13.0,84.0,73.0,28.0
51.0,-12.0,175.0,7.0
19.0,84.0,87.0,-17.0
22.0,54.0,60.0,1.0
-50.0,-49.0,480.0,-16.0
81.0,95.0,96.0,-9.0
-54.0,-5.0,-10.0,1.0
21.0,53.0,94.0,7.0
53.0,38.0,-72.0,29.0
-11.0,33.0,260.0,9.0
34.0,-78.0,-39.0,3.0
54.0,131.0,307.0,7.0
-29.0,0.0,39.0,-14.0
-56.0,-69.0,-191.0,-2.0
-80.0,-72.0,42.0,-18.0
19.0,13.0,-192.0,0.0
-30.0,16.0,174.0,16.0
-98.0,3.0,172.0,20.0
11.0,19.0,-253.0,21.0
170.0,102.0,331.0,8.0
3.0,39.0,72.0,11.0
101.0,106.0,203.0,0.0
28.0,-13.0,-85.0,-3.0
-23.0,-24.0,-92.0,7.0
-40.0,19.0,9.0,-1.0
5.0,31.0,-30.0,9.0
-17.0,14.0,337.0,-4.0
-100.0,-79.0,-93.0,-6.0
28.0,37.0,176.0,5.0
101.0,9.0,74.0,11.0
-11.0,0.0,-183.0,9.0
-80.0,5.0,284.0,-11.0
-92.0,-133.0,0.0,-30.0
-62.0,-77.0,-275.0,2.0
-32.0,-74.0,-527.0,-19.0
-90.0,-30.0,-196.0,-4.0
-38.0,-104.0,-43.0,-9.0
93.0,18.0,-29.0,15.0
35.0,5.0,117.0,3.0
-180.0,-177.0,290.0,-24.0
114.0,49.0,-8.0,-13.0
57.0,28.0,-36.0,0.0
-38.0,-22.0,144.0,-6.0
-15.0,12.0,-284.0,-17.0
-134.0,-141.0,-327.0,8.0
20.0,32.0,-274.0,-13.0
5.0,77.0,106.0,-3.0
-148.0,-87.0,12.0,-16.0
36.0,19.0,9.0,20.0
139.0,108.0,211.0,-3.0
92.0,92.0,13.0,29.0
-10.0,38.0,391.0,3.0
-69.0,2.0,34.0,14.0
35.0,-29.0,32.0,-12.0
-84.0,-44.0,-13.0,-9.0
63.0,68.0,219.0,13.0
142.0,47.0,135.0,24.0
-7.0,23.0,-138.0,3.0
54.0,76.0,-240.0,18.0
14.0,-11.0,-189.0,-19.0
-8.0,31.0,-67.0,-14.0
0.0,-28.0,319.0,-24.0
-129.0,-122.0,-482.0,-4.0
30.0,47.0,366.0,11.0
-81.0,-128.0,-171.0,-12.0
137.0,147.0,-2.0,38.0
43.0,64.0,127.0,0.0
-66.0,-9.0,-49.0,-7.0
-56.0,9.0,-66.0,-6.0
7.0,36.0,36.0,3.0
-69.0,47.0,34.0,4.0
-23.0,-37.0,198.0,-7.0
-53.0,-45.0,-132.0,-8.0
-48.0,-14.0,0.0,-19.0
-53.0,-83.0,-486.0,1.0
25.0,-1.0,51.0,17.0
17.0,48.0,233.0,0.0
-99.0,-69.0,357.0,-28.0
-44.0,-44.0,-607.0,3.0
56.0,61.0,0.0,-30.0
-32.0,-113.0,-454.0,-3.0
141.0,53.0,-50.0,6.0
-71.0,-120.0,504.0,-1.0
13.0,16.0,-43.0,-14.0
9.0,14.0,323.0,14.0
-59.0,-25.0,107.0,0.0
82.0,94.0,51.0,22.0
32.0,83.0,21.0,-3.0
13.0,52.0,112.0,24.0
103.0,66.0,240.0,-8.0
-1.0,0.0,-74.0,19.0
35.0,-5.0,0.0,-1.0
-60.0,-56.0,28.0,-22.0
-61.0,-63.0,-336.0,-28.0
-74.0,-75.0,26.0,-2.0
-132.0,-36.0,-179.0,-36.0
-38.0,-28.0,-326.0,7.0
124.0,140.0,-21.0,7.0
13.0,-5.0,280.0,28.0
-67.0,-45.0,-86.0,-6.0
119.0,111.0,-10.0,18.0
-49.0,-37.0,210.0,-8.0
83.0,68.0,23.0,-12.0
-47.0,-25.0,-289.0,15.0
104.0,115.0,31.0,46.0
106.0,47.0,529.0,20.0
28.0,-1.0,54.0,-8.0
-31.0,22.0,-5.0,-7.0
28.0,14.0,0.0,7.0
51.0,75.0,357.0,8.0
25.0,-1.0,6.0,8.0
18.0,13.0,-114.0,7.0
61.0,47.0,52.0,-12.0
11.0,48.0,275.0,8.0
105.0,60.0,-240.0,8.0
-40.0,-11.0,-69.0,15.0
22.0,68.0,-60.0,-2.0
49.0,50.0,-43.0,26.0
-27.0,-39.0,119.0,-10.0
-5.0,80.0,258.0,14.0
-68.0,5.0,38.0,-2.0
-41.0,-136.0,252.0,-2.0
93.0,-5.0,0.0,-16.0
27.0,4.0,74.0,13.0
121.0,143.0,-175.0,0.0
2.0,-3.0,193.0,-1.0
8.0,-70.0,-64.0,-9.0
-95.0,8.0,-292.0,-19.0
48.0,37.0,-63.0,9.0
8.0,4.0,19.0,12.0
89.0,182.0,-146.0,24.0
-48.0,23.0,139.0,-10.0
-34.0,16.0,86.0,-14.0
-41.0,-43.0,-192.0,-6.0
61.0,3.0,-141.0,5.0
59.0,-21.0,11.0,9.0
-29.0,30.0,-66.0,-2.0
-8.0,60.0,-40.0,-12.0
-69.0,45.0,-27.0,10.0
38.0,109.0,-27.0,5.0
53.0,12.0,-16.0,3.0
7.0,25.0,80.0,-3.0
-24.0,40.0,-95.0,15.0
21.0,74.0,381.0,3.0
48.0,290.0,0.0,22.0
30.0,0.0,123.0,0.0
0.0,55.0,-38.0,-1.0
0.0,24.0,237.0,0.0
29.0,-2.0,27.0,6.0
95.0,99.0,124.0,1.0
0.0,0.0,0.0,5.0
0.0,-208.0,0.0,-14.0
-265.0,-164.0,68.0,-56.0
-130.0,-84.0,-460.0,3.0
-88.0,-28.0,-374.0,1.0
57.0,306.0,25.0,38.0
103.0,145.0,0.0,16.0
-89.0,-34.0,657.0,-19.0
14.0,21.0,-173.0,-6.0
-1.0,43.0,156.0,17.0
127.0,218.0,123.0,16.0
11.0,85.0,481.0,0.0
-165.0,-186.0,-241.0,-10.0
